JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Journal des achats||20180201|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|7,90|0|||20180301||
AC|Journal des achats||20180201|60600000|Achats non stockés|60627000|Carburant|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|13,95|0|||20180301||
AC|Journal des achats||20180201|42100000|Personnel - rémunérations dues|421NFBON|Note de frais Myriam Boniface|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|0|144,11|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|3,03|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|25,90|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|1,23|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|1,35|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|2,14|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|1,58|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|2,79|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFGIN|Note de frais Céline Gindre|D-2018-076 FG|20180101|D-2018-076 : NDF Céline Gindre 1/2018 (FG)|0|30,77|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|9,50|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-076 FG|20180101|D-2018-076 : NDF Céline Gindre 1/2018 (FG)|13,55|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-076 FG|20180101|D-2018-076 : NDF Céline Gindre 1/2018 (FG)|0,83|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-076 FG|20180101|D-2018-076 : NDF Céline Gindre 1/2018 (FG)|1,35|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|9,50|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|7,68|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|6,30|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-076 FG|20180101|D-2018-076 : NDF Céline Gindre 1/2018 (FG)|15,04|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|9,50|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|9,50|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|9,50|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|13,64|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|11,62|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|55,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|55,00|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|4,83|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|10,95|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|4,73|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|0,47|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|0,95|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|1,03|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|1,36|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFGIN|Note de frais Céline Gindre|D-2018-075 Conseil|20180101|D-2018-075 : NDF Céline Gindre 1/2018 (Conseil)|0|154,75|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|9,50|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|0,97|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|0,97|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|1,90|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|1,90|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|0,48|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|0,42|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|4,83|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFGIN|Note de frais Céline Gindre|D-2018-078 FG|20180101|D-2018-078 : NDF Céline Gindre 1/2018 (FG)|0|389,87|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-078 FG|20180101|D-2018-078 : NDF Céline Gindre 1/2018 (FG)|389,87|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|1,90|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFGIN|Note de frais Céline Gindre|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|0|107,80|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|2,10|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|2,42|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|2,10|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|2,10|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|1,90|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|1,90|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|1,90|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|2,10|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-077 FC|20180101|D-2018-077 : NDF Céline Gindre 1/2018 (FC)|2,10|0|||20180301||
VE|Journal des ventes||20180212|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-026 Conseil|20180212|2018-026 : Devoir de vigilance 3|0|12600,00|||20180301||
VE|Journal des ventes||20180212|41100000|Clients|411BON|Bonduelle|2018-026 Conseil|20180212|2018-026 : Devoir de vigilance 3|12600,00|0|||20180301||
VE|Journal des ventes||20180216|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2018-029 Conseil|20180216|2018-029 : AO - Accompagnement RSE avec Patte Blanche|0|15400,00|||20180301||
VE|Journal des ventes||20180216|41100000|Clients|411CRO|Croix Rouge|2018-029 Conseil|20180216|2018-029 : AO - Accompagnement RSE avec Patte Blanche|92400,00|0|||20180301||
VE|Journal des ventes||20180216|41100000|Clients|411CRO|Croix Rouge|2018-027 Conseil|20180216|2018-027 : AO - Accompagnement RSE avec Patte Blanche|92400,00|0|||20180301||
VE|Journal des ventes||20180216|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-030 Conseil|20180216|2018-030 : AO - Accompagnement RSE avec Patte Blanche|0|77000,00|||20180301||
VE|Journal des ventes||20180216|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-029 Conseil|20180216|2018-029 : AO - Accompagnement RSE avec Patte Blanche|0|77000,00|||20180301||
VE|Journal des ventes||20180216|41100000|Clients|411CRO|Croix Rouge|2018-028 Conseil|20180216|2018-028 : AO - Accompagnement RSE avec Patte Blanche|92400,00|0|||20180301||
VE|Journal des ventes||20180216|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2018-030 Conseil|20180216|2018-030 : AO - Accompagnement RSE avec Patte Blanche|0|15400,00|||20180301||
VE|Journal des ventes||20180216|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2018-028 Conseil|20180216|2018-028 : AO - Accompagnement RSE avec Patte Blanche|0|15400,00|||20180301||
VE|Journal des ventes||20180216|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-028 Conseil|20180216|2018-028 : AO - Accompagnement RSE avec Patte Blanche|0|77000,00|||20180301||
VE|Journal des ventes||20180216|44500000|Etat - Taxes sur le chiffre d'affaires|44571200|TVA Collectée à 20%|2018-027 Conseil|20180216|2018-027 : AO - Accompagnement RSE avec Patte Blanche|0|15400,00|||20180301||
VE|Journal des ventes||20180216|41100000|Clients|411CRO|Croix Rouge|2018-030 Conseil|20180216|2018-030 : AO - Accompagnement RSE avec Patte Blanche|92400,00|0|||20180301||
VE|Journal des ventes||20180216|70600000|Prestations de services|70600200|PS Conseil 19.6%|2018-027 Conseil|20180216|2018-027 : AO - Accompagnement RSE avec Patte Blanche|0|77000,00|||20180301||
CA|Crédit Agricole||20180219|51200000|Banques|51214000|Crédit agricole|RDC-2018-001 |20180220|remise de cheque|100,00|0|||20180301||
CA|Crédit Agricole||20180219|42100000|Personnel - rémunérations dues|421NFGIL|Notes de frais Laura Gilquin|RDC-2018-001 |20180220|Laura donne des sous à Nicomak|0|100,00|A||20180301||
OD|Journal des opérations diverses||20180220|42100000|Personnel - rémunérations dues|421GILQ|Salaire Gilquin|||Laura Gilquin|50,00|0|||20180301||
OD|Journal des opérations diverses||20180220|42100000|Personnel - rémunérations dues|421NFGIL|Notes de frais Laura Gilquin|||Remboursement NDF en trop|20,00|0|B||20180301||
CA|Crédit Agricole||20180220|51200000|Banques|51214000|Crédit agricole|RDC-2018-004 |20180220|test remise cheque|20,00|0|||20180301||
OD|Journal des opérations diverses||20180220|42100000|Personnel - rémunérations dues|421GILQ|Salaire Gilquin|||Laura Gilquin|100,00|0|||20180301||
OD|Journal des opérations diverses||20180220|42100000|Personnel - rémunérations dues|421NFGIL|Notes de frais Laura Gilquin|||Laura donne des sous à Nicomak|100,00|0|A||20180301||
OD|Journal des opérations diverses||20180220|42100000|Personnel - rémunérations dues|421GILQ|Salaire Gilquin|||Laura Gilquin|100,00|0|||20180301||
CA|Crédit Agricole||20180220|42100000|Personnel - rémunérations dues|421NFGIL|Notes de frais Laura Gilquin|RDC-2018-004 |20180220|Remboursement NDF en trop|0|20,00|B||20180301||
CA|Crédit Agricole||20180225|42100000|Personnel - rémunérations dues|421NFGUI|Notes de frais Laetitia Guibert| FG||Note de frais Laetitia|290,14|0|A||20180301||
CA|Crédit Agricole||20180225|51200000|Banques|51214000|Crédit agricole| FG||Note de frais Laetitia|0|290,14|||20180301||
AC|Journal des achats|3|20180226|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0080 Conseil|20180226|D-2018-0080 : test numero ecriture|20,00|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|4,00|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|2,00|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|2,00|0|||20180301||
AC|Journal des achats||20180201|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|10,00|0|||20180301||
AC|Journal des achats||20180201|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|10,00|0|||20180301||
AC|Journal des achats||20180201|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|30,00|0|||20180301||
AC|Journal des achats||20180201|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|20,00|0|||20180301||
AC|Journal des achats||20180201|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|12,00|0|||20180301||
AC|Journal des achats||20180201|42100000|Personnel - rémunérations dues|421NFGIL|Notes de frais Laura Gilquin|D-2018-079 Conseil|20180201|D-2018-079 : NDF Laura Gilquin 02/2018 (Conseil)|0|90,00|||20180301||
AC|Journal des achats|2|20180226|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-0080 Conseil|20180226|D-2018-0080 : test numero ecriture|100,00|0|||20180301||
